no;year;countyreal;lpop;lemp;first.treat;treat
8801;2006;29107;3.495294705;6.095824562;2007;1
8802;2007;29107;3.495294705;6.120297419;2007;1
8914;2003;29117;2.678140671;5.726847748;2007;1
8915;2004;29117;2.678140671;5.755742214;2007;1
8916;2005;29117;2.678140671;5.645446898;2007;1
8917;2006;29117;2.678140671;5.676753802;2007;1
8918;2007;29117;2.678140671;5.545177444;2007;1
8921;2003;29119;3.076436301;5.356586275;2007;1
8922;2004;29119;3.076436301;5.231108617;2007;1
8923;2005;29119;3.076436301;5.164785974;2007;1
8924;2006;29119;3.076436301;5.283203729;2007;1
8925;2007;29119;3.076436301;5.33753808;2007;1
9315;2003;29127;3.342473037;6.393590754;2007;1
9316;2004;29127;3.342473037;6.33150185;2007;1
9317;2005;29127;3.342473037;6.423246964;2007;1
9318;2006;29127;3.342473037;6.396929655;2007;1
9319;2007;29127;3.342473037;6.368187186;2007;1
9329;2003;29131;3.159720124;5.529429088;2007;1
9330;2004;29131;3.159720124;5.342334252;2007;1
9331;2005;29131;3.159720124;5.347107531;2007;1
9332;2006;29131;3.159720124;5.416100402;2007;1
9333;2007;29131;3.159720124;5.384495063;2007;1
9271;2003;29149;2.336406641;4.219507705;2007;1
9272;2004;29149;2.336406641;4.189654742;2007;1
9273;2005;29149;2.336406641;4.356708827;2007;1
9274;2006;29149;2.336406641;4.356708827;2007;1
9275;2007;29149;2.336406641;4.510859507;2007;1
9292;2003;29155;2.998079517;5.497168225;2007;1
9293;2004;29155;2.998079517;5.342334252;2007;1
9294;2005;29155;2.998079517;5.262690189;2007;1
9295;2006;29155;2.998079517;5.459585514;2007;1
9296;2007;29155;2.998079517;5.552959585;2007;1
9441;2003;29163;2.909684069;5.605802066;2007;1
9442;2004;29163;2.909684069;5.690359454;2007;1
9443;2005;29163;2.909684069;5.720311777;2007;1
9444;2006;29163;2.909684069;5.703782475;2007;1
9445;2007;29163;2.909684069;5.638354669;2007;1
9369;2003;29177;3.150768276;5.480638923;2007;1
9370;2004;29177;3.150768276;5.267858159;2007;1
9371;2005;29177;3.150768276;5.283203729;2007;1
9372;2006;29177;3.150768276;5.187385806;2007;1
9373;2007;29177;3.150768276;5.220355825;2007;1
8945;2003;29201;3.699374191;6.089044875;2007;1
8946;2004;29201;3.699374191;6.190315406;2007;1
8947;2005;29201;3.699374191;6.150602768;2007;1
8948;2006;29201;3.699374191;6.098074282;2007;1
8949;2007;29201;3.699374191;6.00635316;2007;1
8973;2003;29209;3.355432636;5.003946306;2007;1
8974;2004;29209;3.355432636;5.198497031;2007;1
8975;2005;29209;3.355432636;5.198497031;2007;1
8976;2006;29209;3.355432636;5.236441963;2007;1
8977;2007;29209;3.355432636;5.323009979;2007;1
8980;2003;29211;1.976716439;4.262679877;2007;1
8981;2004;29211;1.976716439;4.248495242;2007;1
8861;2005;29211;1.976716439;3.931825633;2007;1
8862;2006;29211;1.976716439;4.025351691;2007;1
8863;2007;29211;1.976716439;4.127134385;2007;1
8873;2003;29215;3.135624642;5.379897354;2007;1
8874;2004;29215;3.135624642;5.298317367;2007;1
8875;2005;29215;3.135624642;5.433722004;2007;1
8876;2006;29215;3.135624642;5.416100402;2007;1
8877;2007;29215;3.135624642;5.402677382;2007;1
9043;2003;29229;2.887868628;5.529429088;2007;1
9044;2004;29229;2.887868628;5.545177444;2007;1
9045;2005;29229;2.887868628;5.517452896;2007;1
9046;2006;29229;2.887868628;5.420534999;2007;1
9047;2007;29229;2.887868628;5.262690189;2007;1
9050;2003;29510;5.852745436;8.402006782;2007;1
9051;2004;29510;5.852745436;8.346167594;2007;1
9052;2005;29510;5.852745436;8.297045149;2007;1
9053;2006;29510;5.852745436;8.296795866;2007;1
9054;2007;29510;5.852745436;8.258163362;2007;1
9806;2003;30009;2.256750557;5.081404365;2007;1
9807;2004;30009;2.256750557;4.927253685;2007;1
9808;2005;30009;2.256750557;4.779123493;2007;1
9809;2006;30009;2.256750557;4.875197323;2007;1
9810;2007;30009;2.256750557;4.976733742;2007;1
9813;2003;30011;0.3074847;2.48490665;2007;1
9814;2004;30011;0.3074847;1.945910149;2007;1
9815;2005;30011;0.3074847;1.609437912;2007;1
9816;2006;30011;0.3074847;1.945910149;2007;1
9817;2007;30011;0.3074847;2.079441542;2007;1
9820;2003;30013;4.386479207;7.277938573;2007;1
9821;2004;30013;4.386479207;7.166265974;2007;1
9822;2005;30013;4.386479207;7.19142933;2007;1
9823;2006;30013;4.386479207;7.25981961;2007;1
9824;2007;30013;4.386479207;7.281385664;2007;1
9606;2003;30021;2.203758739;5.370638028;2007;1
9607;2004;30021;2.203758739;5.308267697;2007;1
9608;2005;30021;2.203758739;5.164785974;2007;1
9609;2006;30021;2.203758739;5.442417711;2007;1
9610;2007;30021;2.203758739;5.252273428;2007;1
9851;2003;30033;0.246078523;2.397895273;2007;1
9852;2004;30033;0.246078523;2.890371758;2007;1
9853;2005;30033;0.246078523;2.48490665;2007;1
9854;2006;30033;0.246078523;2.833213344;2007;1
9855;2007;30033;0.246078523;2.890371758;2007;1
9886;2003;30049;4.020267359;7.129297549;2007;1
9887;2004;30049;4.020267359;7.060476366;2007;1
9888;2005;30049;4.020267359;7.003974137;2007;1
9889;2006;30049;4.020267359;7.095064377;2007;1
9890;2007;30049;4.020267359;7.095893221;2007;1
9675;2003;30081;3.585461495;6.212606096;2007;1
9676;2004;30081;3.585461495;6.21860012;2007;1
9677;2005;30081;3.585461495;6.182084907;2007;1
9678;2006;30081;3.585461495;6.269096284;2007;1
9679;2007;30081;3.585461495;6.278521424;2007;1
9689;2003;30087;2.238899541;5.351858133;2007;1
9690;2004;30087;2.238899541;5.323009979;2007;1
9691;2005;30087;2.238899541;5.111987788;2007;1
9692;2006;30087;2.238899541;5.099866428;2007;1
9693;2007;30087;2.238899541;4.9698133;2007;1
9554;2003;30095;2.103524212;4.564348191;2007;1
9555;2004;30095;2.103524212;4.382026635;2007;1
9556;2005;30095;2.103524212;4.65396035;2007;1
9557;2006;30095;2.103524212;4.65396035;2007;1
9558;2007;30095;2.103524212;4.634728988;2007;1
9616;2003;30101;1.661460941;4.248495242;2007;1
9617;2004;30101;1.661460941;4.007333185;2007;1
9618;2005;30101;1.661460941;4.262679877;2007;1
9619;2006;30101;1.661460941;4.127134385;2007;1
9620;2007;30101;1.661460941;4.290459441;2007;1
9644;2003;30109;0.065787741;2.708050201;2007;1
9645;2004;30109;0.065787741;2.63905733;2007;1
9646;2005;30109;0.065787741;2.197224577;2007;1
9647;2006;30109;0.065787741;2.197224577;2007;1
9648;2007;30109;0.065787741;2.302585093;2007;1
9906;2003;31003;2.008482453;4.624972813;0;0
9911;2004;31003;2.008482453;4.442651256;0;0
9899;2005;31003;2.008482453;4.418840608;0;0
9900;2006;31003;2.008482453;4.553876892;0;0
9901;2007;31003;2.008482453;4.510859507;0;0
9957;2003;31023;2.170994673;4.762173935;0;0
9958;2004;31023;2.170994673;4.510859507;0;0
9959;2005;31023;2.170994673;4.709530201;0;0
9960;2006;31023;2.170994673;4.624972813;0;0
9961;2007;31023;2.170994673;4.770684624;0;0
10351;2003;31031;1.816126826;4.882801923;0;0
10352;2004;31031;1.816126826;5.010635294;0;0
10353;2005;31031;1.816126826;5.075173815;0;0
10354;2006;31031;1.816126826;4.96284463;0;0
10355;2007;31031;1.816126826;4.875197323;0;0
10358;2003;31033;2.285438934;5.493061443;0;0
10359;2004;31033;2.285438934;5.568344504;0;0
10360;2005;31033;2.285438934;5.583496309;0;0
10361;2006;31033;2.285438934;5.541263545;0;0
10362;2007;31033;2.285438934;5.598421959;0;0
10386;2003;31041;2.467506135;5.111987788;0;0
10387;2004;31041;2.467506135;5.043425117;0;0
10388;2005;31041;2.467506135;5.068904202;0;0
10389;2006;31041;2.467506135;5.214935758;0;0
10390;2007;31041;2.467506135;5.288267031;0;0
10422;2003;31055;6.138989755;9.365462009;0;0
10450;2004;31055;6.138989755;9.332115429;0;0
10451;2005;31055;6.138989755;9.311180687;0;0
10448;2006;31055;6.138989755;9.321971188;0;0
10449;2007;31055;6.138989755;9.320270431;0;0
10452;2003;31059;1.892207941;4.976733742;0;0
10453;2004;31059;1.892207941;4.779123493;0;0
10445;2005;31059;1.892207941;4.744932128;0;0
10432;2006;31059;1.892207941;4.700480366;0;0
10433;2007;31059;1.892207941;4.644390899;0;0
10395;2003;31061;1.273685417;3.713572067;0;0
10396;2004;31061;1.273685417;3.610917913;0;0
10397;2005;31061;1.273685417;3.401197382;0;0
10398;2006;31061;1.273685417;3.33220451;0;0
10399;2007;31061;1.273685417;3.610917913;0;0
10111;2003;31073;0.762206716;2.708050201;0;0
10112;2004;31073;0.762206716;2.772588722;0;0
10113;2005;31073;0.762206716;2.833213344;0;0
10114;2006;31073;0.762206716;2.708050201;0;0
10115;2007;31073;0.762206716;2.63905733;0;0
10131;2003;31079;3.980316966;7.170888479;0;0
10132;2004;31079;3.980316966;7.099201744;0;0
10133;2005;31079;3.980316966;7.06646697;0;0
10134;2006;31079;3.980316966;7.165493475;0;0
10135;2007;31079;3.980316966;7.175489714;0;0
10138;2003;31081;2.241028787;5.214935758;0;0
10139;2004;31081;2.241028787;5.241747015;0;0
10140;2005;31081;2.241028787;5.209486153;0;0
10141;2006;31081;2.241028787;5.153291594;0;0
10142;2007;31081;2.241028787;5.147494477;0;0
10145;2003;31083;1.331310053;3.850147602;0;0
10146;2004;31083;1.331310053;3.737669618;0;0
10147;2005;31083;1.331310053;3.891820298;0;0
10148;2006;31083;1.331310053;3.988984047;0;0
10149;2007;31083;1.331310053;3.850147602;0;0
9905;2003;31101;2.183238335;5.424950017;0;0
9902;2004;31101;2.183238335;5.308267697;0;0
9907;2005;31101;2.183238335;5.303304908;0;0
9918;2006;31101;2.183238335;5.231108617;0;0
9919;2007;31101;2.183238335;5.262690189;0;0
9935;2003;31107;2.2379399;5.049856007;0;0
9977;2004;31107;2.2379399;5.192956851;0;0
9978;2005;31107;2.2379399;5.081404365;0;0
9979;2006;31107;2.2379399;5.036952602;0;0
9980;2007;31107;2.2379399;5.141663557;0;0
9983;2003;31109;5.522624241;8.578288291;0;0
9984;2004;31109;5.522624241;8.526945483;0;0
9985;2005;31109;5.522624241;8.531687638;0;0
9986;2006;31109;5.522624241;8.520388082;0;0
9987;2007;31109;5.522624241;8.55718284;0;0
10022;2003;31123;1.693779061;4.465908119;0;0
10023;2004;31123;1.693779061;4.406719247;0;0
10024;2005;31123;1.693779061;4.204692619;0;0
10025;2006;31123;1.693779061;4.248495242;0;0
10026;2007;31123;1.693779061;4.043051268;0;0
10160;2003;31127;2.024985356;4.927253685;0;0
10161;2004;31127;2.024985356;4.955827058;0;0
10284;2005;31127;2.024985356;4.718498871;0;0
10285;2006;31127;2.024985356;4.644390899;0;0
10286;2007;31127;2.024985356;4.672828834;0;0
10289;2003;31131;2.734107735;5.945420609;0;0
10290;2004;31131;2.734107735;5.707110265;0;0
10291;2005;31131;2.734107735;5.690359454;0;0
10292;2006;31131;2.734107735;5.749392986;0;0
10293;2007;31131;2.734107735;5.80814249;0;0
10296;2003;31133;1.127199746;3.135494216;0;0
10297;2004;31133;1.127199746;3.091042453;0;0
10298;2005;31133;1.127199746;3.135494216;0;0
10299;2006;31133;1.127199746;3.496507561;0;0
10300;2007;31133;1.127199746;3.555348061;0;0
10210;2003;31147;2.254549644;4.836281907;0;0
10211;2004;31147;2.254549644;4.927253685;0;0
10212;2005;31147;2.254549644;4.934473933;0;0
10213;2006;31147;2.254549644;4.727387819;0;0
10214;2007;31147;2.254549644;4.744932128;0;0
10224;2003;31151;2.62777969;5.66296048;0;0
10225;2004;31151;2.62777969;5.442417711;0;0
10226;2005;31151;2.62777969;5.501258211;0;0
10227;2006;31151;2.62777969;5.497168225;0;0
10228;2007;31151;2.62777969;5.402677382;0;0
10231;2003;31153;4.80888624;7.533158807;0;0
10232;2004;31153;4.80888624;7.496652438;0;0
10233;2005;31153;4.80888624;7.535296702;0;0
10234;2006;31153;4.80888624;7.537430037;0;0
10235;2007;31153;4.80888624;7.61283103;0;0
10238;2003;31155;2.987195943;5.609471795;0;0
10239;2004;31155;2.987195943;5.602118821;0;0
10240;2005;31155;2.987195943;5.468060141;0;0
10241;2006;31155;2.987195943;5.505331536;0;0
10242;2007;31155;2.987195943;5.638354669;0;0
10259;2003;31161;1.824226659;4.454347296;0;0
10260;2004;31161;1.824226659;4.317488114;0;0
10261;2005;31161;1.824226659;4.262679877;0;0
10262;2006;31161;1.824226659;4.276666119;0;0
10263;2007;31161;1.824226659;4.110873864;0;0
10426;2003;31177;2.932792474;5.84932478;0;0
10427;2004;31177;2.932792474;5.837730447;0;0
10428;2005;31177;2.932792474;5.730099783;0;0
10429;2006;31177;2.932792474;5.673323267;0;0
10430;2007;31177;2.932792474;5.598421959;0;0
10482;2003;32007;3.813108337;6.513230111;2007;1
10483;2004;32007;3.813108337;6.672032945;2007;1
10484;2005;32007;3.813108337;6.751101469;2007;1
10485;2006;32007;3.813108337;6.81563999;2007;1
10526;2007;32007;3.813108337;6.886531643;2007;1
10496;2003;32011;0.501381165;2.564949357;2007;1
10497;2004;32011;0.501381165;3.135494216;2007;1
10498;2005;32011;0.501381165;2.833213344;2007;1
10499;2006;32011;0.501381165;3.258096538;2007;1
10500;2007;32011;0.501381165;3.33220451;2007;1
10467;2003;32033;2.217136131;4.983606622;2007;1
10468;2004;32033;2.217136131;4.912654886;2007;1
10469;2005;32033;2.217136131;5.075173815;2007;1
10470;2006;32033;2.217136131;5.187385806;2007;1
10458;2007;32033;2.217136131;5.18178355;2007;1
10948;2003;35006;3.24239702;5.442417711;0;0
10975;2004;35006;3.24239702;5.135798437;0;0
10976;2005;35006;3.24239702;5.262690189;0;0
10974;2006;35006;3.24239702;5.472270674;0;0
10966;2007;35006;3.24239702;5.442417711;0;0
10806;2003;35013;5.162967178;7.578656851;0;0
10807;2004;35013;5.162967178;7.560601163;0;0
10808;2005;35013;5.162967178;7.628517627;0;0
10809;2006;35013;5.162967178;7.596894438;0;0
10810;2007;35013;5.162967178;7.656810091;0;0
10924;2003;35025;4.016581199;6.719013154;0;0
10925;2004;35025;4.016581199;6.705639095;0;0
10926;2005;35025;4.016581199;6.791221463;0;0
10927;2006;35025;4.016581199;6.891625897;0;0
10928;2007;35025;4.016581199;7.032624261;0;0
10878;2003;35033;1.644805056;3.044522438;0;0
10879;2004;35033;1.644805056;2.197224577;0;0
10771;2005;35033;1.644805056;2.48490665;0;0
10762;2006;35033;1.644805056;3.044522438;0;0
10764;2007;35033;1.644805056;2.833213344;0;0
10919;2003;35045;4.734451309;7.446585099;0;0
10798;2004;35045;4.734451309;7.377133713;0;0
10799;2005;35045;4.734451309;7.353081921;0;0
10800;2006;35045;4.734451309;7.367708572;0;0
10801;2007;35045;4.734451309;7.44775128;0;0
11796;2003;37005;2.368091895;4.624972813;2007;1
11797;2004;37005;2.368091895;4.584967479;2007;1
11798;2005;37005;2.368091895;4.672828834;2007;1
11799;2006;37005;2.368091895;4.634728988;2007;1
12043;2007;37005;2.368091895;4.624972813;2007;1
11974;2003;37021;5.329476829;8.048788284;2007;1
11975;2004;37021;5.329476829;8.065893547;2007;1
11976;2005;37021;5.329476829;8.142063283;2007;1
11977;2006;37021;5.329476829;8.183955717;2007;1
11978;2007;37021;5.329476829;8.248005702;2007;1
12097;2003;37025;4.875678124;7.623153068;2007;1
12098;2004;37025;4.875678124;7.685703061;2007;1
12086;2005;37025;4.875678124;7.705712824;2007;1
12100;2006;37025;4.875678124;7.808729307;2007;1
12101;2007;37025;4.875678124;7.900636613;2007;1
12110;2003;37029;1.929345132;3.295836866;2007;1
12107;2004;37029;1.929345132;2.944438979;2007;1
12099;2005;37029;1.929345132;3.465735903;2007;1
12109;2006;37029;1.929345132;3.36729583;2007;1
12113;2007;37029;1.929345132;3.258096538;2007;1
11922;2003;37041;2.675940147;5.068904202;2007;1
11923;2004;37041;2.675940147;5.187385806;2007;1
11924;2005;37041;2.675940147;4.934473933;2007;1
11925;2006;37041;2.675940147;5.081404365;2007;1
11926;2007;37041;2.675940147;5.081404365;2007;1
11957;2003;37051;5.713610686;8.036249942;2007;1
11958;2004;37051;5.713610686;8.042699497;2007;1
11959;2005;37051;5.713610686;8.089482474;2007;1
11960;2006;37051;5.713610686;8.126222529;2007;1
11961;2007;37051;5.713610686;8.13973228;2007;1
11491;2003;37057;4.992104657;7.284134806;2007;1
11492;2004;37057;4.992104657;7.228388452;2007;1
11493;2005;37057;4.992104657;7.229838778;2007;1
11494;2006;37057;4.992104657;7.242082359;2007;1
11495;2007;37057;4.992104657;7.240649694;2007;1
11619;2003;37059;3.550622628;5.958424693;2007;1
11620;2004;37059;3.550622628;5.942799375;2007;1
11621;2005;37059;3.550622628;6.139884552;2007;1
11622;2006;37059;3.550622628;6.135564891;2007;1
11623;2007;37059;3.550622628;6.109247583;2007;1
11633;2003;37063;5.408578853;7.96797318;2007;1
11634;2004;37063;5.408578853;7.964850887;2007;1
11635;2005;37063;5.408578853;7.952966791;2007;1
11636;2006;37063;5.408578853;8.02059915;2007;1
11637;2007;37063;5.408578853;8.028455164;2007;1
11444;2003;37075;2.078566159;4.025351691;2007;1
11432;2004;37075;2.078566159;4.248495242;2007;1
11433;2005;37075;2.078566159;4.17438727;2007;1
11434;2006;37075;2.078566159;4.477336814;2007;1
11476;2007;37075;2.078566159;4.753590191;2007;1
11486;2003;37079;2.943069621;4.615120517;2007;1
11447;2004;37079;2.943069621;4.709530201;2007;1
11448;2005;37079;2.943069621;4.510859507;2007;1
11449;2006;37079;2.943069621;4.510859507;2007;1
11450;2007;37079;2.943069621;4.510859507;2007;1
11507;2003;37085;4.511134194;6.843749949;2007;1
11508;2004;37085;4.511134194;6.857514063;2007;1
11509;2005;37085;4.511134194;6.937314081;2007;1
11510;2006;37085;4.511134194;7.035268599;2007;1
11511;2007;37085;4.511134194;6.993015123;2007;1
11617;2003;37093;3.515894178;5.231108617;2007;1
11618;2004;37093;3.515894178;5.141663557;2007;1
11862;2005;37093;3.515894178;5.288267031;2007;1
11863;2006;37093;3.515894178;5.252273428;2007;1
11864;2007;37093;3.515894178;5.308267697;2007;1
11881;2003;37099;3.500167522;5.793013608;2007;1
11882;2004;37099;3.500167522;5.755742214;2007;1
11883;2005;37099;3.500167522;5.826000107;2007;1
11884;2006;37099;3.500167522;5.84932478;2007;1
11885;2007;37099;3.500167522;5.973809612;2007;1
11774;2003;37103;2.339977212;3.828641396;2007;1
11775;2004;37103;2.339977212;3.663561646;2007;1
11776;2005;37103;2.339977212;3.761200116;2007;1
11777;2006;37103;2.339977212;4.110873864;2007;1
11778;2007;37103;2.339977212;3.135494216;2007;1
11538;2003;37105;3.892636292;6.598509029;2007;1
11539;2004;37105;3.892636292;6.586171655;2007;1
11540;2005;37105;3.892636292;6.675823222;2007;1
11541;2006;37105;3.892636292;6.593044534;2007;1
11542;2007;37105;3.892636292;6.650279049;2007;1
11823;2003;37117;3.242318877;5.356586275;2007;1
11824;2004;37117;3.242318877;5.402677382;2007;1
11825;2005;37117;3.242318877;5.488937726;2007;1
11826;2006;37117;3.242318877;5.442417711;2007;1
11827;2007;37117;3.242318877;5.411646052;2007;1
11844;2003;37123;3.289222446;5.533389489;2007;1
11845;2004;37123;3.289222446;5.438079309;2007;1
11846;2005;37123;3.289222446;5.556828062;2007;1
11847;2006;37123;3.289222446;5.605802066;2007;1
11848;2007;37123;3.289222446;5.579729826;2007;1
11858;2003;37127;4.470724089;7.170888479;2007;1
11980;2004;37127;4.470724089;7.115582126;2007;1
11981;2005;37127;4.470724089;7.116394144;2007;1
11982;2006;37127;4.470724089;7.225481473;2007;1
11983;2007;37127;4.470724089;7.356279877;2007;1
11713;2003;37155;4.814936662;6.857514063;2007;1
11714;2004;37155;4.814936662;6.853299093;2007;1
11715;2005;37155;4.814936662;7.054449658;2007;1
11716;2006;37155;4.814936662;6.993932975;2007;1
11717;2007;37155;4.814936662;7.037905963;2007;1
11734;2003;37161;4.141530265;6.300785795;2007;1
11735;2004;37161;4.141530265;6.246106765;2007;1
11736;2005;37161;4.141530265;6.255750042;2007;1
11737;2006;37161;4.141530265;6.29710932;2007;1
11738;2007;37161;4.141530265;6.428105273;2007;1
11741;2003;37163;4.097024302;6.317164687;2007;1
11742;2004;37163;4.097024302;6.385194399;2007;1
11743;2005;37163;4.097024302;6.324358962;2007;1
11744;2006;37163;4.097024302;6.342121419;2007;1
11745;2007;37163;4.097024302;6.447305863;2007;1
11748;2003;37165;3.583463381;6.154858094;2007;1
11749;2004;37165;3.583463381;6.206575927;2007;1
11750;2005;37165;3.583463381;6.148468296;2007;1
11751;2006;37165;3.583463381;6.182084907;2007;1
11752;2007;37165;3.583463381;6.163314804;2007;1
11755;2003;37167;4.062165664;6.625392368;2007;1
11756;2004;37167;4.062165664;6.543911846;2007;1
11757;2005;37167;4.062165664;6.613384218;2007;1
11758;2006;37167;4.062165664;6.629363253;2007;1
11759;2007;37167;4.062165664;6.617402978;2007;1
11459;2003;37175;3.378747253;5.676753802;2007;1
11460;2004;37175;3.378747253;5.707110265;2007;1
11461;2005;37175;3.378747253;5.758901774;2007;1
11462;2006;37175;3.378747253;5.780743516;2007;1
11463;2007;37175;3.378747253;5.713732806;2007;1
11589;2003;37189;3.754081817;6.326149473;2007;1
11590;2004;37189;3.754081817;6.356107661;2007;1
11591;2005;37189;3.754081817;6.350885717;2007;1
11592;2006;37189;3.754081817;6.444131257;2007;1
11593;2007;37189;3.754081817;6.432940093;2007;1
11596;2003;37191;4.730295093;7.247080585;2007;1
11597;2004;37191;4.730295093;7.228388452;2007;1
11598;2005;37191;4.730295093;7.217443432;2007;1
11599;2006;37191;4.730295093;7.309881486;2007;1
11600;2007;37191;4.730295093;7.304515946;2007;1
12361;2003;38001;0.952815507;4.110873864;0;0
12362;2004;38001;0.952815507;4.094344562;0;0
12363;2005;38001;0.952815507;4.060443011;0;0
12364;2006;38001;0.952815507;3.891820298;0;0
12365;2007;38001;0.952815507;4.17438727;0;0
12305;2003;38021;1.750416506;4.682131227;0;0
12306;2004;38021;1.750416506;4.290459441;0;0
12307;2005;38021;1.750416506;4.510859507;0;0
12308;2006;38021;1.750416506;4.744932128;0;0
12309;2007;38021;1.750416506;4.624972813;0;0
12312;2003;38023;0.825490368;4.110873864;0;0
12313;2004;38023;0.825490368;4.110873864;0;0
12314;2005;38023;0.825490368;3.871201011;0;0
12315;2006;38023;0.825490368;3.891820298;0;0
12316;2007;38023;0.825490368;3.850147602;0;0
12219;2003;38035;4.191304895;7.281385664;0;0
12220;2004;38035;4.191304895;7.206377291;0;0
12221;2005;38035;4.191304895;7.293697721;0;0
12343;2006;38035;4.191304895;7.282073658;0;0
12344;2007;38035;4.191304895;7.282073658;0;0
12347;2003;38037;1.044156103;3.465735903;0;0
12348;2004;38037;1.044156103;3.218875825;0;0
12390;2005;38037;1.044156103;3.135494216;0;0
12391;2006;38037;1.044156103;3.295836866;0;0
12392;2007;38037;1.044156103;3.465735903;0;0
12342;2003;38049;1.789590452;3.988984047;0;0
12383;2004;38049;1.789590452;3.63758616;0;0
12384;2005;38049;1.789590452;3.891820298;0;0
12262;2006;38049;1.789590452;3.828641396;0;0
12263;2007;38049;1.789590452;4.025351691;0;0
12287;2003;38061;1.891755622;4.941642423;0;0
12288;2004;38061;1.891755622;4.709530201;0;0
12289;2005;38061;1.891755622;4.644390899;0;0
12290;2006;38061;1.891755622;4.59511985;0;0
12291;2007;38061;1.891755622;4.736198448;0;0
12294;2003;38063;1.312378678;3.912023005;0;0
12174;2004;38063;1.312378678;4.043051268;0;0
12175;2005;38063;1.312378678;4.043051268;0;0
12176;2006;38063;1.312378678;3.80666249;0;0
12177;2007;38063;1.312378678;3.713572067;0;0
12208;2003;38073;1.773255998;4.836281907;0;0
12209;2004;38073;1.773255998;4.875197323;0;0
12210;2005;38073;1.773255998;4.753590191;0;0
12211;2006;38073;1.773255998;4.762173935;0;0
12212;2007;38073;1.773255998;4.795790546;0;0
12116;2003;38097;2.137356614;5.164785974;0;0
12127;2004;38097;2.137356614;5.141663557;0;0
12128;2005;38097;2.137356614;5.017279837;0;0
12129;2006;38097;2.137356614;5.087596335;0;0
12130;2007;38097;2.137356614;5.056245805;0;0
12120;2003;38099;2.516808982;5.846438775;0;0
12148;2004;38099;2.516808982;5.771441123;0;0
12149;2005;38099;2.516808982;5.697093487;0;0
12150;2006;38099;2.516808982;5.690359454;0;0
12151;2007;38099;2.516808982;5.673323267;0;0
12169;2003;38105;2.983710298;6.167516491;0;0
12170;2004;38105;2.983710298;6.070737728;0;0
12171;2005;38105;2.983710298;6.124683391;0;0
12172;2006;38105;2.983710298;6.169610732;0;0
12173;2007;38105;2.983710298;6.188264123;0;0
12848;2003;39019;3.361624607;5.463831805;2007;1
12849;2004;39019;3.361624607;5.442417711;2007;1
12850;2005;39019;3.361624607;5.402677382;2007;1
12851;2006;39019;3.361624607;5.278114659;2007;1
12852;2007;39019;3.361624607;5.351858133;2007;1
12855;2003;39021;3.660737148;5.899897354;2007;1
12856;2004;39021;3.660737148;5.774551546;2007;1
12857;2005;39021;3.660737148;5.802118375;2007;1
12858;2006;39021;3.660737148;5.863631176;2007;1
12859;2007;39021;3.660737148;5.783825182;2007;1
12986;2003;39035;7.239916809;10.00201981;2007;1
12987;2004;39035;7.239916809;9.947552284;2007;1
12988;2005;39035;7.239916809;9.914674742;2007;1
12989;2006;39035;7.239916809;9.915959454;2007;1
12990;2007;39035;7.239916809;9.893740201;2007;1
12826;2003;39047;3.347550442;6.342121419;2007;1
12827;2004;39047;3.347550442;6.329720906;2007;1
12828;2005;39047;3.347550442;6.338594078;2007;1
12829;2006;39047;3.347550442;6.232448017;2007;1
12951;2007;39047;3.347550442;6.244166901;2007;1
13026;2003;39055;4.509704994;7.294377299;2007;1
13032;2004;39055;4.509704994;7.242082359;2007;1
13028;2005;39055;4.509704994;7.220373837;2007;1
13020;2006;39055;4.509704994;7.309212366;2007;1
13021;2007;39055;4.509704994;7.242797923;2007;1
12881;2003;39063;4.266826199;7.154615357;2007;1
12882;2004;39063;4.266826199;7.062191632;2007;1
12883;2005;39063;4.266826199;7.129297549;2007;1
12884;2006;39063;4.266826199;7.11395611;2007;1
12885;2007;39063;4.266826199;7.146772179;2007;1
12909;2003;39071;3.710518629;6.11368218;2007;1
12910;2004;39071;3.710518629;6.144185634;2007;1
12911;2005;39071;3.710518629;6.210600077;2007;1
12912;2006;39071;3.710518629;6.192362489;2007;1
12670;2007;39071;3.710518629;6.107022888;2007;1
12694;2003;39079;3.485569167;5.834810737;2007;1
12695;2004;39079;3.485569167;5.755742214;2007;1
12696;2005;39079;3.485569167;5.869296913;2007;1
12697;2006;39079;3.485569167;5.826000107;2007;1
12698;2007;39079;3.485569167;5.789960171;2007;1
12505;2003;39095;6.120416093;9.010547069;2007;1
12424;2004;39095;6.120416093;8.927181388;2007;1
12429;2005;39095;6.120416093;8.842026529;2007;1
12426;2006;39095;6.120416093;8.840290669;2007;1
12427;2007;39095;6.120416093;8.821732381;2007;1
12431;2003;39097;3.694190326;5.976350909;2007;1
12432;2004;39097;3.694190326;5.940171253;2007;1
12433;2005;39097;3.694190326;6.133398043;2007;1
12434;2006;39097;3.694190326;5.950642553;2007;1
12448;2007;39097;3.694190326;5.855071922;2007;1
12547;2003;39107;3.711716688;6.776506992;2007;1
12548;2004;39107;3.711716688;6.769641977;2007;1
12549;2005;39107;3.711716688;6.73459166;2007;1
12550;2006;39107;3.711716688;6.805722553;2007;1
12551;2007;39107;3.711716688;6.719013154;2007;1
12561;2003;39111;2.719978772;3.33220451;2007;1
12562;2004;39111;2.719978772;3.258096538;2007;1
12563;2005;39111;2.719978772;3.526360525;2007;1
